010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100100000_PERSONA_CORE_CONSTITUTION_INDEX.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100100001_PERSONA_CORE_CONSTITUTION_OVERVIEW.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100100002_PERSONA_TRUTH_AUTHORITY_CONSTITUTION.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100200000_PERSONA_IDENTITY_CONSTITUTION_INDEX.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100200001_PERSONA_IDENTITY_CONSTITUTION_OVERVIEW.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100300000_PERSONA_STATE_CONSTITUTION_INDEX.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100300001_PERSONA_STATE_CONSTITUTION_OVERVIEW.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100400000_PERSONA_MEMORY_CONSTITUTION_INDEX.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100400001_PERSONA_MEMORY_CONSTITUTION_OVERVIEW.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100500000_PERSONA_GROWTH_CONSTITUTION_INDEX.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100500001_PERSONA_GROWTH_CONSTITUTION_OVERVIEW.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100600000_PERSONA_BUILDER_CONSTITUTION_INDEX.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100600001_PERSONA_BUILDER_CONSTITUTION_OVERVIEW.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100700000_PERSONA_VISUAL_CONSTITUTION_INDEX.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100700001_PERSONA_VISUAL_CONSTITUTION_OVERVIEW.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100800000_PERSONA_RUNTIME_HOSTING_CONSTITUTION_INDEX.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100800001_PERSONA_RUNTIME_HOSTING_CONSTITUTION_OVERVIEW.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100900000_PERSONA_SNAPSHOT_CONSTITUTION_INDEX.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0100900001_PERSONA_SNAPSHOT_CONSTITUTION_OVERVIEW.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0101000000_PERSONA_PACKAGE_CONSTITUTION_INDEX.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0101000001_PERSONA_PACKAGE_CONSTITUTION_OVERVIEW.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0101100000_PERSONA_DISTRIBUTION_CONSTITUTION_INDEX.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0101100001_PERSONA_DISTRIBUTION_CONSTITUTION_OVERVIEW.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0101200000_PERSONA_EXTERNAL_RIGHTS_CONSTITUTION_INDEX.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0101200001_PERSONA_EXTERNAL_RIGHTS_CONSTITUTION_OVERVIEW.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0101300000_PERSONA_ACCESS_LICENSE_TRANSFER_CONSTITUTION_INDEX.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0101300001_PERSONA_ACCESS_LICENSE_TRANSFER_CONSTITUTION_OVERVIEW.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0101400001_PERSONA_INTEGRATION_CONSTITUTION.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0101500001_PERSONA_SECURITY_CONSTITUTION.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0101600001_PERSONA_GOVERNANCE_CONSTITUTION.md
010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | missing_file | 0101700001_PERSONA_OPERATIONS_SUPPORT_CONSTITUTION.md
020.architecture/000_ARCHITECTURE_INDEX.md | missing_file | 120.external-reflection/0201200_EXTERNAL_REFLECTION_INTAKE_ARCHITECTURE.md
020.architecture/000_ARCHITECTURE_INDEX.md | missing_file | 120.external-reflection/0201201_GAME_ORIGIN_REFLECTION_BOUNDARY_ARCHITECTURE.md
020.architecture/000_ARCHITECTURE_INDEX.md | missing_file | 120.external-reflection/0201202_TRANSFORMED_CANONICAL_ADOPTION_ARCHITECTURE.md
020.architecture/140.visual/0201400000_PERSONA_VISUAL_INDEX.md | missing_file | 0200005_PERSONA_VISUAL_ARCHITECTURE.md
030.model/000_MODEL_INDEX.md | missing_file | 120.external-reflection/0301200_EXTERNAL_REFLECTION_CANDIDATE_INTAKE_MODEL.md
030.model/000_MODEL_INDEX.md | missing_file | 120.external-reflection/0301201_EXTERNAL_REFLECTION_REVIEW_MODEL.md
030.model/000_MODEL_INDEX.md | missing_file | 120.external-reflection/0301202_EXTERNAL_REFLECTION_TRANSFORM_MODEL.md
030.model/000_MODEL_INDEX.md | missing_file | 120.external-reflection/0301203_EXTERNAL_REFLECTION_SYNC_RESULT_MODEL.md
030.model/000_MODEL_INDEX.md | missing_file | 120.external-reflection/0301204_GAME_ORIGIN_CANONICAL_MEMORY_UPDATE_MODEL.md
030.model/000_MODEL_INDEX.md | missing_file | 120.external-reflection/0301205_GAME_ORIGIN_CANONICAL_RELATION_UPDATE_MODEL.md
040.runtime/140.visual/0401400000_PERSONA_VISUAL_RUNTIME_INDEX.md | missing_file | 0400006_PERSONA_VISUAL_RUNTIME.md
050.flow/000_FLOW_INDEX.md | missing_file | 120.external-reflection/0501200_EXTERNAL_CANDIDATE_INTAKE_FLOW.md
050.flow/000_FLOW_INDEX.md | missing_file | 120.external-reflection/0501201_EXTERNAL_CANDIDATE_EVALUATION_FLOW.md
050.flow/000_FLOW_INDEX.md | missing_file | 120.external-reflection/0501202_TRANSFORMED_ADOPTION_FLOW.md
050.flow/000_FLOW_INDEX.md | missing_file | 120.external-reflection/0501203_REJECT_DEFER_MERGE_TRANSFORM_FLOW.md
070.operations/0700000_OPERATIONS_INDEX.md | missing_file | 070.operations/020.engine/0700100001_PERSONA_CONTEXT_OPERATION.md
070.operations/0700000_OPERATIONS_INDEX.md | missing_file | 070.operations/020.engine/0700100002_PERSONA_ENGINE_OPERATION.md
070.operations/0700000_OPERATIONS_INDEX.md | missing_file | 070.operations/020.engine/0700100003_PERSONA_EVENT_LOOP_OPERATION.md
070.operations/0700000_OPERATIONS_INDEX.md | missing_file | 070.operations/020.engine/0700100004_PERSONA_STATE_UPDATE_OPERATION.md
070.operations/0700000_OPERATIONS_INDEX.md | missing_file | 070.operations/030.cognition/0700200001_PERSONA_DECISION_OPERATION.md
070.operations/0700000_OPERATIONS_INDEX.md | missing_file | 070.operations/030.cognition/0700200002_PERSONA_PERCEPTION_OPERATION.md
070.operations/0700000_OPERATIONS_INDEX.md | missing_file | 070.operations/030.cognition/0700200003_PERSONA_REASONING_OPERATION.md
070.operations/0700000_OPERATIONS_INDEX.md | missing_file | 070.operations/040.behavior/0700300001_PERSONA_ACTION_OPERATION.md
070.operations/0700000_OPERATIONS_INDEX.md | missing_file | 070.operations/040.behavior/0700300002_PERSONA_BEHAVIOR_OPERATION.md
070.operations/0700000_OPERATIONS_INDEX.md | missing_file | 070.operations/060.integration/0700010_EXTERNAL_GROWTH_REQUEST_CONSUME_OPERATION.md
070.operations/0700000_OPERATIONS_INDEX.md | missing_file | 070.operations/060.integration/0700011_PERSONA_EXTERNAL_SYNC_DISPATCH_OPERATION.md
